,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg
0,20100101,21.4,30.2,27.1,82.0,9.0,0.5,7.0,90.0,5.0
1,20100102,21.0,29.6,25.7,95.0,24.0,0.2,6.0,90.0,4.0
2,20100103,20.2,26.8,24.5,98.0,63.0,0.0,5.0,90.0,4.0
3,20100104,21.0,29.2,25.8,90.0,0.0,0.1,4.0,225.0,3.0
4,20100105,21.2,30.0,26.7,90.0,2.0,0.4,6.5,157.5,2.0
5,20100106,21.2,30.0,26.1,93.0,11.0,0.3,7.5,67.5,1.0
6,20100107,21.4,29.0,25.4,96.0,2.0,0.1,4.0,67.5,1.0
7,20100108,21.8,29.8,26.8,91.0,3.0,0.6,5.0,90.0,4.0
8,20100109,21.8,30.2,26.7,92.0,3.0,0.7,4.0,90.0,3.0
9,20100110,20.0,30.2,27.1,88.0,28.0,0.6,5.0,90.0,4.0
10,20100111,20.0,30.2,25.7,92.0,4.0,0.6,4.0,90.0,3.0
11,20100112,23.4,30.2,27.3,85.0,0.0,0.6,3.0,45.0,3.0
12,20100113,21.8,30.2,26.9,82.0,0.0,0.2,4.0,90.0,3.0
13,20100114,22.0,30.0,26.3,87.0,3.0,0.6,11.0,90.0,4.0
14,20100115,22.4,29.8,26.4,88.0,1.0,0.4,8.0,90.0,7.0
15,20100116,22.8,29.8,27.4,82.0,0.0,0.6,8.0,90.0,7.0
16,20100117,22.2,30.8,27.5,80.0,0.0,0.6,8.0,90.0,6.0
17,20100118,21.8,30.4,26.7,89.0,0.0,0.6,4.0,90.0,3.0
18,20100119,20.4,29.8,25.9,95.0,22.0,0.2,3.0,90.0,3.0
19,20100120,20.4,29.8,26.1,88.0,0.0,0.6,3.0,90.0,3.0
20,20100121,20.2,30.0,25.5,92.0,0.0,0.4,6.0,157.5,2.5
21,20100122,20.2,29.8,25.8,92.0,14.0,0.6,5.0,90.0,4.0
22,20100123,20.1,30.8,27.2,90.0,0.0,0.6,6.0,90.0,4.0
23,20100124,20.2,29.0,25.9,92.0,7.0,0.4,6.0,90.0,5.0
24,20100125,20.2,29.8,26.8,86.0,0.0,0.3,8.0,90.0,5.0
25,20100126,22.2,30.4,27.5,86.0,0.0,0.6,7.0,90.0,5.0
26,20100127,20.0,30.0,26.9,88.0,3.0,0.3,9.0,90.0,7.0
27,20100128,21.6,30.0,26.9,89.0,6.0,0.4,7.0,90.0,5.0
28,20100129,21.6,30.2,27.5,85.0,0.0,0.6,6.0,90.0,5.0
29,20100130,21.0,30.4,26.4,89.0,0.0,0.6,6.0,90.0,4.0
30,20100131,22.0,31.0,26.8,87.0,0.0,0.6,6.0,90.0,4.0
31,20100201,23.0,30.0,27.2,86.0,0.0,0.6,5.0,90.0,4.0
32,20100202,20.4,31.0,27.5,87.0,0.0,0.6,8.0,90.0,5.0
33,20100203,21.0,30.4,27.2,85.0,0.0,0.6,4.0,90.0,4.0
34,20100204,21.0,30.6,26.6,88.0,0.0,0.6,4.5,247.5,2.0
35,20100205,20.8,31.0,26.5,88.0,0.0,0.6,4.0,90.0,3.0
36,20100206,21.0,31.2,27.0,84.0,0.0,0.6,4.0,90.0,3.0
37,20100207,23.2,31.2,27.5,85.0,0.0,0.6,6.0,90.0,4.0
38,20100208,23.2,31.6,27.8,86.0,0.0,0.6,5.0,90.0,4.0
39,20100209,23.4,31.2,27.8,87.0,0.0,0.5,4.0,90.0,3.0
40,20100210,22.8,31.0,27.7,89.0,2.0,0.1,5.0,90.0,4.0
41,20100211,22.6,32.0,27.6,89.0,0.0,0.6,7.0,90.0,5.0
42,20100212,22.8,30.8,27.2,90.0,0.0,0.5,4.0,90.0,4.0
43,20100213,23.0,30.9,28.3,82.0,0.0,0.2,7.0,90.0,6.0
44,20100214,22.0,31.6,28.3,86.0,0.0,0.6,6.0,90.0,5.0
45,20100215,22.0,31.8,26.9,88.0,0.0,0.4,8.0,90.0,4.0
46,20100216,22.2,31.6,28.3,80.0,0.0,0.5,9.0,90.0,7.0
47,20100217,22.2,31.6,27.3,86.0,0.0,0.4,7.0,90.0,4.0
48,20100218,22.4,32.4,28.3,87.0,0.0,0.4,10.0,90.0,6.0
49,20100219,21.0,32.4,28.3,81.0,0.0,0.4,10.0,90.0,6.0
50,20100220,20.2,31.8,26.4,87.0,0.0,0.3,5.0,90.0,4.0
51,20100221,21.2,31.2,26.5,86.0,0.0,0.0,4.0,157.5,2.0
52,20100222,21.2,31.8,27.6,86.0,0.0,0.5,8.0,90.0,5.0
53,20100223,19.6,30.8,27.0,90.0,29.0,0.2,8.0,157.5,3.0
54,20100224,22.8,30.8,26.9,87.0,0.0,0.2,10.0,225.0,6.0
55,20100225,22.2,32.0,27.3,86.0,0.0,0.6,6.0,270.0,4.0
56,20100226,22.4,31.2,27.6,86.0,0.0,0.6,4.0,45.0,3.0
57,20100227,22.4,30.8,27.7,89.0,10.0,0.5,4.0,90.0,4.0
58,20100228,21.2,29.2,26.6,94.0,14.0,0.1,7.5,157.5,2.0
59,20100301,22.2,30.0,26.4,93.0,6.0,0.1,3.0,45.0,3.0
60,20100302,22.8,31.2,27.4,89.0,0.0,0.6,4.0,45.0,3.0
61,20100303,22.4,32.2,27.8,88.0,2.0,0.6,6.0,90.0,5.0
62,20100304,22.4,31.8,28.2,87.0,0.0,0.3,5.0,247.5,2.0
63,20100305,22.0,31.2,27.4,92.0,0.0,0.5,4.0,360.0,4.0
64,20100306,22.0,31.4,27.2,87.0,0.0,0.6,4.0,45.0,3.0
65,20100307,22.0,31.0,27.3,82.0,0.0,0.6,3.0,360.0,3.0
66,20100308,21.8,30.8,27.1,84.0,0.0,0.6,3.0,45.0,3.0
67,20100309,21.8,31.8,27.4,88.0,1.0,0.5,6.5,202.5,2.5
68,20100310,22.2,30.2,25.6,93.0,6.0,0.2,3.0,90.0,3.0
69,20100311,24.0,30.6,28.1,85.0,0.0,0.6,8.0,90.0,6.0
70,20100312,21.0,30.6,28.2,82.0,7.0,0.3,7.0,90.0,5.0
71,20100313,21.6,30.4,26.1,90.0,3.0,0.4,5.0,90.0,4.0
72,20100314,21.0,30.6,27.1,91.0,37.0,0.5,4.0,90.0,4.0
73,20100315,21.0,30.0,25.9,94.0,2.0,0.0,4.0,90.0,4.0
74,20100316,22.6,30.8,27.5,86.0,0.0,0.6,5.0,90.0,4.0
75,20100317,22.8,31.6,28.1,84.0,0.0,0.3,9.0,90.0,6.0
76,20100318,23.0,30.8,27.9,84.0,0.0,0.6,10.0,90.0,8.0
77,20100319,20.4,29.8,27.5,88.0,8.0,0.3,7.0,90.0,5.0
78,20100320,22.4,30.6,27.9,89.0,0.0,0.6,4.0,90.0,3.0
79,20100321,24.4,30.8,27.9,87.0,0.0,0.6,4.0,90.0,3.0
80,20100322,22.0,31.6,28.3,88.0,0.0,0.4,3.0,45.0,3.0
81,20100323,22.4,30.8,27.2,89.0,0.0,0.2,4.0,90.0,4.0
82,20100324,22.0,31.6,27.9,91.0,14.0,0.4,7.0,90.0,5.0
83,20100325,22.0,30.8,27.7,92.0,0.0,0.3,8.0,270.0,6.0
84,20100326,23.2,30.8,27.5,89.0,0.0,0.5,6.0,90.0,4.0
85,20100327,22.4,31.8,28.2,89.0,0.0,0.6,4.0,90.0,3.0
86,20100328,22.2,29.4,26.6,92.0,0.0,0.1,5.0,67.5,1.0
87,20100329,22.4,31.0,27.2,91.0,0.0,0.3,6.0,90.0,4.0
88,20100330,22.0,31.2,27.6,89.0,0.0,0.2,4.0,90.0,4.0
89,20100331,22.0,31.2,27.3,86.0,0.0,0.4,3.0,90.0,3.0
90,20100401,20.2,29.2,25.6,95.0,16.0,0.0,10.0,90.0,5.0
91,20100402,21.4,31.0,27.1,90.0,4.0,0.4,3.0,45.0,3.0
92,20100403,21.6,29.6,26.3,93.0,12.0,0.2,5.0,90.0,4.0
93,20100404,24.2,30.8,28.4,88.0,0.0,0.6,4.0,90.0,4.0
94,20100405,23.0,31.2,29.0,88.0,0.0,0.5,6.0,90.0,5.0
95,20100406,23.0,32.2,28.3,87.0,0.0,0.6,3.0,90.0,3.0
96,20100407,23.4,31.8,28.8,89.0,1.0,0.6,7.0,90.0,5.0
97,20100408,22.4,31.4,27.5,90.0,5.0,0.2,3.0,90.0,3.0
98,20100409,22.4,31.8,28.0,88.0,0.0,0.3,6.0,360.0,1.0
99,20100410,23.0,32.0,27.9,91.0,0.0,0.3,4.5,247.5,1.0
100,20100411,23.0,33.0,28.4,89.0,0.0,0.6,4.0,270.0,3.0
101,20100412,22.8,33.0,29.2,84.0,0.0,0.6,4.0,360.0,3.0
102,20100413,22.8,32.4,28.4,91.0,0.0,0.2,5.0,247.5,1.5
103,20100414,24.6,32.4,29.3,88.0,0.0,0.4,4.0,90.0,3.0
104,20100415,23.2,31.6,29.4,87.0,0.0,0.1,4.5,247.5,1.5
105,20100416,23.0,33.6,28.5,90.0,0.0,0.4,5.5,247.5,1.5
106,20100417,23.0,32.6,29.1,84.0,0.0,0.2,6.0,157.5,1.0
107,20100418,23.0,32.6,28.5,87.0,0.0,0.2,5.0,247.5,1.5
108,20100419,23.6,33.8,29.0,85.0,0.0,0.2,4.0,225.0,3.0
109,20100420,23.0,34.0,29.1,86.0,0.0,0.6,3.0,270.0,3.0
110,20100421,23.2,33.8,30.1,82.0,0.0,0.6,7.0,247.5,1.0
111,20100422,23.2,33.2,29.5,86.0,0.0,0.6,4.0,247.5,1.0
112,20100423,23.2,32.8,28.4,90.0,0.0,0.3,7.0,225.0,1.0
113,20100424,23.8,32.2,28.4,88.0,0.0,0.2,5.0,90.0,5.0
114,20100425,24.0,33.0,29.9,86.0,0.0,0.6,7.0,90.0,5.0
115,20100426,21.8,33.2,28.2,89.0,24.0,0.4,7.0,225.0,1.5
116,20100427,21.8,29.6,26.4,91.0,0.0,0.0,7.0,90.0,5.0
117,20100428,21.6,31.8,27.8,90.0,0.0,0.3,9.0,247.5,1.5
118,20100429,23.6,32.2,27.8,89.0,0.0,0.5,3.0,180.0,3.0
119,20100430,21.0,32.2,28.0,91.0,14.0,0.3,5.0,90.0,4.0
120,20100501,20.8,31.8,26.4,92.0,3.0,0.3,5.0,90.0,3.0
121,20100502,24.8,31.6,28.7,87.0,3.0,0.6,5.0,90.0,4.0
122,20100503,23.8,30.2,28.0,92.0,0.0,0.2,5.0,90.0,4.0
123,20100504,23.4,32.2,28.7,86.0,0.0,0.4,5.5,247.5,2.0
124,20100505,24.0,32.4,29.3,86.0,0.0,0.6,4.5,225.0,1.0
125,20100506,21.2,31.4,27.8,92.0,13.0,0.3,6.0,247.5,1.5
126,20100507,24.8,32.0,29.0,89.0,0.0,0.6,5.0,135.0,1.0
127,20100508,24.0,33.0,29.4,88.0,8.0,0.6,6.0,90.0,5.0
128,20100509,23.0,32.8,28.7,92.0,14.0,0.2,4.0,225.0,3.0
129,20100510,23.0,33.0,26.8,95.0,5.0,0.0,5.0,270.0,4.0
130,20100511,23.4,33.2,28.6,91.0,0.0,0.6,5.0,135.0,1.0
131,20100512,23.4,32.6,28.9,88.0,0.0,0.5,6.0,247.5,2.0
132,20100513,23.6,32.4,28.4,90.0,0.0,0.4,7.0,135.0,2.0
133,20100514,23.6,33.4,28.8,86.0,0.0,0.6,5.0,270.0,4.0
134,20100515,23.2,33.8,28.6,84.0,0.0,0.4,5.0,90.0,4.0
135,20100516,22.6,31.8,28.7,77.0,2.0,0.0,8.0,225.0,6.0
136,20100517,22.4,32.2,27.8,85.0,0.0,0.0,12.0,225.0,5.0
137,20100518,22.4,33.0,28.7,84.0,0.0,0.3,5.0,135.0,4.0
138,20100519,25.2,32.6,29.2,85.0,0.0,0.2,5.0,90.0,4.0
139,20100520,24.0,32.8,29.4,87.0,0.0,0.2,5.0,90.0,4.0
140,20100521,22.2,31.2,27.6,88.0,4.0,0.0,4.5,135.0,2.0
141,20100522,22.2,32.6,27.9,88.0,0.0,0.5,3.0,180.0,3.0
142,20100523,22.2,33.4,29.6,85.0,0.0,0.2,6.0,180.0,3.0
143,20100524,25.0,33.0,29.7,84.0,0.0,0.6,7.0,225.0,5.0
144,20100525,24.0,33.0,29.6,82.0,0.0,0.6,7.0,225.0,5.0
145,20100526,24.8,33.6,29.0,81.0,0.0,0.3,9.0,225.0,6.0
146,20100527,23.8,32.4,29.3,78.0,0.0,0.4,8.0,225.0,4.0
147,20100528,23.8,33.4,29.0,83.0,0.0,0.6,4.0,90.0,3.0
148,20100529,23.6,34.0,29.9,82.0,0.0,0.5,4.0,270.0,3.0
149,20100530,23.2,34.0,29.7,85.0,0.0,0.5,3.0,315.0,3.0
150,20100531,22.8,33.8,28.8,88.0,0.0,0.6,5.0,270.0,4.0
151,20100601,23.2,33.6,29.0,82.0,0.0,0.6,4.0,225.0,3.0
152,20100602,23.2,33.2,29.5,82.0,0.0,0.5,6.0,225.0,5.0
153,20100603,23.6,32.8,28.2,90.0,13.0,0.4,8.0,270.0,6.0
154,20100604,22.2,32.8,25.5,93.0,2.0,0.0,10.0,270.0,6.0
155,20100605,20.2,31.2,26.8,89.0,22.0,0.2,10.0,270.0,8.0
156,20100606,20.2,26.8,23.8,95.0,125.0,0.0,13.0,270.0,10.0
157,20100607,20.4,28.6,26.9,87.0,4.0,0.1,13.0,225.0,7.0
158,20100608,22.0,28.4,26.2,88.0,3.0,0.3,11.0,225.0,6.0
159,20100609,20.6,31.0,26.4,88.0,3.0,0.0,12.0,225.0,6.0
160,20100610,23.0,32.0,28.6,80.0,0.0,0.5,6.0,225.0,4.0
161,20100611,23.0,32.6,28.8,83.0,0.0,0.6,4.0,90.0,3.0
162,20100612,23.0,31.2,27.9,91.0,0.0,0.2,6.0,225.0,1.0
163,20100613,20.8,31.8,29.3,87.0,54.0,0.6,3.0,180.0,3.0
164,20100614,20.2,31.8,25.8,93.0,2.0,0.5,6.0,225.0,3.0
165,20100615,23.0,31.0,27.5,84.0,0.0,0.3,5.0,270.0,3.0
166,20100616,22.8,31.6,27.8,84.0,1.0,0.3,6.0,270.0,3.0
167,20100617,22.2,29.4,26.4,89.0,5.0,0.0,6.0,225.0,4.0
168,20100618,22.4,31.0,28.0,82.0,0.0,0.6,3.0,225.0,3.0
169,20100619,22.0,32.0,28.0,84.0,0.0,0.6,5.0,270.0,3.0
170,20100620,24.4,32.2,28.4,85.0,0.0,0.6,7.0,247.5,2.5
171,20100621,24.2,31.6,27.8,88.0,0.0,0.0,5.0,270.0,4.0
172,20100622,20.2,33.2,28.0,91.0,11.0,0.2,6.0,225.0,3.0
173,20100623,21.0,30.0,25.5,84.0,3.0,0.0,11.0,270.0,9.0
174,20100624,23.0,31.2,27.3,89.0,5.0,0.4,6.0,270.0,3.0
175,20100625,22.6,31.4,27.5,78.0,0.0,0.3,7.0,270.0,5.0
176,20100626,22.6,32.0,29.2,80.0,0.0,0.3,4.0,225.0,3.0
177,20100627,23.2,32.0,29.1,80.0,0.0,0.6,6.0,270.0,4.0
178,20100628,20.6,32.0,28.2,82.0,3.0,0.2,9.0,225.0,4.0
179,20100629,23.0,32.2,25.8,90.0,12.0,0.2,6.0,225.0,4.0
180,20100630,19.8,29.4,24.7,93.0,35.0,0.0,8.0,270.0,5.0
181,20100701,21.2,29.0,24.7,92.0,11.0,0.2,6.0,225.0,4.0
182,20100702,21.0,31.2,25.5,94.0,12.0,0.1,6.0,225.0,4.0
183,20100703,21.6,31.6,27.0,90.0,0.0,0.1,3.0,225.0,3.0
184,20100704,22.4,32.2,28.3,86.0,0.0,0.6,7.0,67.5,1.5
185,20100705,23.8,33.2,28.2,84.0,0.0,0.5,5.5,157.5,1.5
186,20100706,19.8,32.8,28.4,87.0,13.0,0.5,6.0,225.0,4.0
187,20100707,22.4,31.2,27.1,89.0,0.0,0.1,5.5,67.5,1.5
188,20100708,22.0,32.4,28.4,86.0,0.0,0.6,7.0,67.5,1.5
189,20100709,23.2,30.8,27.2,88.0,0.0,0.0,5.0,67.5,1.0
190,20100710,21.8,32.2,28.5,86.0,0.0,0.6,6.0,135.0,1.5
191,20100711,20.4,28.6,26.5,90.0,0.0,0.0,4.0,67.5,1.0
192,20100712,21.4,30.2,26.9,91.0,9.0,0.3,7.5,67.5,2.0
193,20100713,21.2,30.6,26.2,93.0,0.0,0.4,7.0,270.0,5.0
194,20100714,20.2,30.2,26.2,92.0,16.0,0.2,8.0,270.0,4.0
195,20100715,21.2,28.4,25.4,95.0,23.0,0.1,8.0,270.0,6.0
196,20100716,19.8,29.6,26.6,87.0,0.0,0.4,10.0,270.0,7.0
197,20100717,20.2,31.0,25.1,88.0,8.0,0.0,8.0,225.0,6.0
198,20100718,23.4,30.0,27.0,85.0,0.0,0.1,6.0,270.0,4.0
199,20100719,21.9,31.0,27.4,82.0,2.0,0.3,9.0,270.0,7.0
200,20100720,23.2,32.0,28.8,78.0,0.0,0.5,6.0,270.0,5.0
201,20100721,21.8,30.6,28.1,83.0,2.0,0.3,4.0,135.0,3.0
202,20100722,24.0,32.2,27.7,83.0,0.0,0.5,10.0,225.0,5.0
203,20100723,23.6,31.8,28.5,78.0,0.0,0.1,12.0,270.0,9.0
204,20100724,23.8,31.6,28.0,74.0,0.0,0.3,13.0,270.0,9.0
205,20100725,20.0,28.6,25.9,88.0,19.0,0.0,12.0,270.0,9.0
206,20100726,23.2,31.4,27.2,81.0,0.0,0.5,10.0,270.0,7.0
207,20100727,20.6,30.6,25.3,91.0,24.0,0.2,14.0,270.0,10.0
208,20100728,21.4,32.2,28.3,76.0,1.0,0.6,8.0,225.0,6.0
209,20100729,21.6,31.4,27.5,78.0,2.0,0.2,13.0,180.0,7.0
210,20100730,21.4,31.4,26.5,88.0,14.0,0.1,5.0,270.0,4.0
211,20100731,24.0,31.6,28.0,78.0,0.0,0.1,4.0,225.0,3.0
212,20100801,20.0,32.2,28.2,82.0,16.0,0.6,5.0,225.0,4.0
213,20100802,19.8,31.4,26.3,83.0,0.0,0.2,8.0,225.0,5.0
214,20100803,21.0,31.4,24.6,88.0,10.0,0.2,12.0,270.0,9.0
215,20100804,24.6,32.8,27.3,80.0,0.0,0.3,8.0,225.0,6.0
216,20100805,24.2,32.8,29.2,73.0,0.0,0.4,4.0,225.0,3.0
217,20100806,23.8,31.2,27.9,87.0,0.0,0.5,5.0,225.0,4.0
218,20100807,24.0,31.6,28.0,86.0,0.0,0.5,5.0,225.0,4.0
219,20100808,22.4,31.8,28.2,85.0,0.0,0.6,5.0,225.0,4.0
220,20100809,21.2,30.8,28.0,83.0,0.0,0.2,9.0,225.0,6.0
221,20100810,23.0,30.8,27.2,86.0,3.0,0.4,8.0,225.0,6.0
222,20100811,22.4,32.8,28.4,83.0,0.0,0.2,8.0,225.0,5.0
223,20100812,20.2,29.2,27.1,85.0,6.0,0.0,7.0,225.0,5.0
224,20100813,21.6,29.0,25.7,88.0,1.0,0.0,5.0,225.0,4.0
225,20100814,20.8,30.2,27.7,84.0,0.0,0.1,7.0,270.0,4.0
226,20100815,22.8,30.8,27.9,84.0,0.0,0.2,6.0,225.0,4.0
227,20100816,21.6,31.8,27.1,90.0,5.0,0.6,7.0,270.0,5.0
228,20100817,21.4,31.4,27.6,86.0,0.0,0.6,5.0,270.0,4.0
229,20100818,22.0,30.4,27.9,82.0,0.0,0.2,5.0,270.0,4.0
230,20100819,21.0,31.0,27.0,92.0,37.0,0.3,8.0,225.0,5.0
231,20100820,20.9,29.8,26.7,85.0,1.0,0.1,7.0,270.0,4.0
232,20100821,23.0,29.2,25.9,89.0,0.0,0.0,5.0,225.0,4.0
233,20100822,23.8,30.8,27.7,82.0,0.0,0.2,8.0,225.0,4.0
234,20100823,22.8,31.2,28.3,82.0,0.0,0.5,8.0,225.0,5.0
235,20100824,23.0,33.0,29.2,76.0,0.0,0.6,8.0,225.0,5.0
236,20100825,22.0,32.0,27.9,81.0,0.0,0.3,11.0,225.0,6.0
237,20100826,21.8,34.6,29.3,78.0,0.0,0.6,6.5,292.5,2.0
238,20100827,22.8,32.0,28.0,84.0,0.0,0.6,4.0,225.0,4.0
239,20100828,23.2,32.6,29.0,78.0,0.0,0.6,8.0,225.0,5.0
240,20100829,23.4,33.0,29.1,78.0,0.0,0.5,6.0,225.0,5.0
241,20100830,23.0,32.8,28.1,88.0,0.0,0.3,6.0,247.5,2.0
242,20100831,22.0,32.4,26.2,92.0,3.0,0.0,4.0,270.0,4.0
243,20100901,22.6,31.6,27.5,88.0,0.0,0.1,7.0,225.0,5.0
244,20100902,20.2,31.8,27.1,84.0,23.0,0.5,10.0,225.0,7.0
245,20100903,21.0,28.0,25.4,88.0,0.0,0.0,12.0,225.0,8.0
246,20100904,22.6,30.2,26.2,84.0,0.0,0.1,11.0,225.0,8.0
247,20100905,22.4,31.8,28.1,85.0,0.0,0.3,5.0,225.0,3.0
248,20100906,22.8,32.0,28.2,86.0,0.0,0.6,4.0,225.0,3.0
249,20100907,23.2,32.2,28.4,86.0,0.0,0.6,6.0,270.0,4.0
250,20100908,22.4,31.0,28.2,86.0,0.0,0.3,10.0,270.0,7.0
251,20100909,23.0,31.6,27.7,82.0,0.0,0.6,8.0,225.0,5.0
252,20100910,22.8,32.8,28.3,84.0,4.0,0.6,4.0,270.0,3.0
253,20100911,22.4,31.2,27.4,86.0,0.0,0.6,5.0,225.0,4.0
254,20100912,22.2,32.0,27.0,88.0,0.0,0.4,4.0,225.0,3.0
255,20100913,21.6,31.8,28.2,85.0,0.0,0.6,3.0,270.0,2.0
256,20100914,21.4,31.6,26.9,89.0,1.0,0.5,6.0,225.0,4.0
257,20100915,24.0,32.0,27.5,88.0,0.0,0.1,6.0,135.0,2.0
258,20100916,22.4,32.6,28.1,87.0,3.0,0.6,5.0,225.0,5.0
259,20100917,22.2,32.6,27.3,87.0,0.0,0.6,6.0,225.0,4.0
260,20100918,22.2,33.0,28.2,84.0,0.0,0.6,4.0,225.0,3.0
261,20100919,22.6,30.8,27.8,86.0,2.0,0.2,5.0,225.0,4.0
262,20100920,21.6,31.6,26.8,92.0,19.0,0.0,5.5,225.0,1.0
263,20100921,21.8,31.4,26.3,93.0,0.0,0.4,5.5,135.0,2.0
264,20100922,22.0,31.0,27.2,86.0,0.0,0.2,7.0,225.0,6.0
265,20100923,21.6,29.4,25.9,89.0,1.0,0.1,8.0,270.0,5.0
266,20100924,21.4,31.0,26.9,88.0,0.0,0.2,6.0,225.0,5.0
267,20100925,21.6,31.2,27.0,88.0,0.0,0.0,5.5,247.5,1.0
268,20100926,23.0,31.0,26.9,89.0,1.0,0.3,5.5,225.0,1.0
269,20100927,20.2,31.2,27.5,85.0,1.0,0.1,4.0,225.0,3.0
270,20100928,21.4,27.8,24.9,92.0,4.0,0.1,8.0,225.0,5.0
271,20100929,21.8,30.0,27.4,86.0,0.0,0.1,6.0,247.5,1.5
272,20100930,21.6,30.8,26.5,92.0,3.0,0.3,3.0,247.5,1.0
273,20101001,21.8,32.0,26.6,90.0,0.0,0.0,4.0,225.0,3.0
274,20101002,23.0,30.4,27.0,86.0,0.0,0.3,10.0,225.0,7.0
275,20101003,20.2,31.4,27.3,84.0,5.0,0.1,10.0,225.0,6.0
276,20101004,20.6,30.2,25.7,89.0,11.0,0.2,7.0,225.0,4.0
277,20101005,21.0,30.4,25.0,91.0,27.0,0.7,5.0,225.0,4.0
278,20101006,23.8,32.2,28.0,77.0,0.0,0.5,8.0,225.0,5.0
279,20101007,22.8,32.8,29.2,72.0,0.0,0.3,5.0,225.0,4.0
280,20101008,24.6,32.4,27.9,81.0,0.0,0.6,8.0,225.0,5.0
281,20101009,24.4,31.0,28.4,80.0,0.0,0.6,9.0,225.0,7.0
282,20101010,23.8,32.0,28.7,75.0,0.0,0.6,8.0,225.0,5.0
283,20101011,24.8,31.0,28.0,83.0,1.0,0.3,9.0,225.0,8.0
284,20101012,22.0,31.0,28.5,80.0,16.0,0.4,12.0,270.0,9.0
285,20101013,23.8,31.4,28.2,82.0,5.0,0.5,12.0,270.0,10.0
286,20101014,24.0,30.6,27.5,86.0,0.0,0.6,11.0,270.0,7.0
287,20101015,23.4,31.0,28.3,79.0,0.0,0.6,9.0,225.0,7.0
288,20101016,23.8,30.8,27.7,82.0,1.0,0.6,10.0,225.0,8.0
289,20101017,24.2,30.8,27.2,86.0,0.0,0.2,10.0,225.0,8.0
290,20101018,23.8,32.2,28.3,79.0,1.0,0.6,8.0,225.0,6.0
291,20101019,24.2,31.8,28.0,82.0,0.0,0.6,9.0,225.0,7.0
292,20101020,24.0,32.8,28.8,78.0,0.0,0.6,8.0,225.0,6.0
293,20101021,23.8,32.2,28.2,80.0,0.0,0.5,7.0,225.0,6.0
294,20101022,23.4,32.0,27.9,82.0,0.0,0.5,7.0,225.0,5.0
295,20101023,24.2,32.0,28.0,82.0,0.0,0.6,6.0,270.0,4.0
296,20101024,23.0,32.2,28.1,82.0,0.0,0.6,4.0,270.0,3.0
297,20101025,22.8,31.8,27.7,86.0,0.0,0.6,4.0,270.0,3.0
298,20101026,23.2,30.4,27.6,84.0,0.0,0.5,7.0,270.0,6.0
299,20101027,23.8,31.6,28.1,80.0,0.0,0.3,6.0,270.0,4.0
300,20101028,22.0,30.6,27.5,84.0,0.0,0.6,4.0,135.0,3.0
301,20101029,21.4,29.6,25.5,91.0,32.0,0.0,4.0,180.0,3.0
302,20101030,21.6,29.8,26.1,92.0,0.0,0.2,5.0,135.0,4.0
303,20101031,21.2,28.4,25.8,92.0,6.0,0.1,3.0,90.0,2.0
304,20101101,20.0,27.2,24.2,92.0,49.0,0.0,7.0,270.0,6.0
305,20101102,20.4,25.0,23.5,98.0,54.0,0.0,5.0,270.0,3.0
306,20101103,22.2,29.6,26.4,85.0,0.0,0.4,8.0,225.0,6.0
307,20101104,20.0,28.6,26.3,87.0,17.0,0.0,4.0,225.0,3.0
308,20101105,20.2,28.0,26.1,88.0,5.0,0.0,4.0,225.0,4.0
309,20101106,22.0,32.2,27.1,84.0,0.0,0.4,6.0,225.0,4.0
310,20101107,21.8,29.2,26.5,87.0,0.0,0.2,3.0,135.0,3.0
311,20101108,22.0,30.8,27.5,87.0,4.0,0.3,3.0,270.0,3.0
312,20101109,20.6,27.6,25.0,95.0,27.0,0.0,4.0,270.0,3.0
313,20101110,20.8,29.8,25.8,86.0,10.0,0.2,9.0,270.0,7.0
314,20101111,21.0,27.6,23.9,96.0,58.0,0.0,7.0,225.0,5.0
315,20101112,21.0,27.2,25.3,91.0,6.0,0.0,13.0,270.0,9.0
316,20101113,22.0,29.6,26.9,82.0,0.0,0.3,13.0,225.0,6.0
317,20101114,21.4,30.2,26.8,88.0,6.0,0.2,4.0,225.0,4.0
318,20101115,21.2,28.6,25.4,93.0,0.0,0.1,4.0,135.0,1.0
319,20101116,21.8,28.8,26.2,91.0,3.0,0.2,4.0,225.0,3.0
320,20101117,21.0,29.6,26.7,89.0,17.0,0.2,4.0,90.0,4.0
321,20101118,21.2,30.2,26.4,91.0,1.0,0.6,6.0,90.0,5.0
322,20101119,21.2,29.0,25.7,95.0,1.0,0.3,6.5,157.5,1.0
323,20101120,21.2,29.8,25.6,93.0,1.0,0.2,6.0,225.0,1.5
324,20101121,20.6,29.8,26.5,89.0,8.0,0.0,6.0,225.0,1.0
325,20101122,20.0,29.8,25.6,92.0,1.0,0.2,4.0,90.0,4.0
326,20101123,21.2,29.6,26.0,94.0,0.0,0.3,6.0,247.5,1.5
327,20101124,21.8,29.8,26.0,90.0,0.0,0.3,4.0,270.0,3.0
328,20101125,22.0,29.6,26.3,88.0,0.0,0.1,5.0,247.5,1.5
329,20101126,21.6,30.2,26.5,90.0,0.0,0.4,3.0,90.0,3.0
330,20101127,22.8,30.2,27.2,89.0,0.0,0.3,6.0,90.0,5.0
331,20101128,21.0,27.8,25.6,94.0,17.0,0.1,6.0,90.0,4.0
